Date de Scoring,Identifiant Bloomberg Company,ISSUER_EQUITY_TICKER,Nom de l'émetteur,Identifiant sous industrie GICS,Groupe Industrie GICS,Pays,Score ESG brut
2 avr. 2025,100001,AIR US,AAR Corp.,20101010,Capital Goods,US,10.66270026
2 avr. 2025,100002,ABT US,Abbott Laboratories,35101010,Healthcare Equipment & Services,US,13.71429566
2 avr. 2025,100010,AMD US,Advanced Micro Devices Inc.,45301020,Semiconductors & Semiconductor Equipment,US,15.35888291
2 avr. 2025,100012,AGN NA,Aegon Ltd,40301020,Insurance,NL,12.38613132
2 avr. 2025,10001272,KMDA IT,Kamada Ltd.,35201010,"Pharmaceuticals, Biotechnology & Life Sciences",IL,10.81123142
2 avr. 2025,100015,AFL US,Aflac Inc.,40301020,Insurance,US,10.71930395
2 avr. 2025,100019,APD US,Air Products & Chemicals Inc.,15101040,Materials,US,11.67893588
2 avr. 2025,10002189,4188 JP,Mitsubishi Chemical Group Corp.,15101020,Materials,JP,9.713988289
2 avr. 2025,10002321,LDOS US,Leidos Holdings Inc,20202020,Commercial & Professional Services,US,11.68880378
2 avr. 2025,100024,ALK US,Alaska Air Group Inc.,20302010,Transportation,US,10.18828831
2 avr. 2025,100025,AIN US,Albany International Corp.,20106020,Capital Goods,US,13.33220005
2 avr. 2025,100029,ALU FP,,,,,10.61321413
2 avr. 2025,100033,ALX US,Alexander's Inc,60101070,Real Estate,US,8.897445133
2 avr. 2025,100034,Y US,Alleghany Corp.,40301050,Insurance,US,9.496525532
2 avr. 2025,100041,ALBK ID,Allied Irish Banks Plc,40101015,Banks,IE,11.93287019
2 avr. 2025,10004206,FF US,FutureFuel Corp,10102030,Energy,US,5.722544946
2 avr. 2025,100043,HON US,Honeywell International Inc,20105010,Capital Goods,US,12.97293798
2 avr. 2025,100055,ABX CN,Barrick Gold Corp.,15104030,Materials,CA,13.36783962
2 avr. 2025,100056,ABM US,ABM Industries Inc.,20201050,Commercial & Professional Services,US,14.20027874
2 avr. 2025,10005604,ET US,Energy Transfer LP,10102040,Energy,US,5.772611209
2 avr. 2025,100060,AEP US,American Electric Power Co. Inc.,55101010,Utilities,US,11.98901338
2 avr. 2025,100061,AXP US,American Express Co.,40202010,Diversified Financials,US,12.47036973
2 avr. 2025,100067,AIG US,American International Group Inc.,40301030,Insurance,US,10.25894843
2 avr. 2025,100070,2789Q US,,,,,10.07789744
2 avr. 2025,100071,IEP US,Icahn Enterprises LP,20105010,Capital Goods,US,2.755781224
2 avr. 2025,100078,HES US,Hess Corp.,10102020,Energy,US,13.85257275
2 avr. 2025,100090,AAL US,American Airlines Group Inc.,20302010,Transportation,US,13.05155739
2 avr. 2025,100097,ADI US,Analog Devices Inc.,45301020,Semiconductors & Semiconductor Equipment,US,14.79848653
2 avr. 2025,10009891,EFGN SW,EFG International AG,40203010,Diversified Financials,CH,12.91065539
2 avr. 2025,10009923,8975 JP,Ichigo Office REIT Investment Corp,60101040,Real Estate,JP,4.334924402
2 avr. 2025,100109,ADM US,Archer-Daniels-Midland Co.,30202010,"Food, Beverage & Tobacco",US,13.91761544
2 avr. 2025,100115,ARW US,Arrow Electronics Inc.,45203030,Technology Hardware & Equipment,US,11.55105437
2 avr. 2025,100131,ATO US,Atmos Energy Corp.,55102010,Utilities,US,9.798372471
2 avr. 2025,10013216,617520Z IM,Evoca SpA,20106020,Capital Goods,IT,12.77164617
2 avr. 2025,100133,REX US,REX American Resources Corp.,10102030,Energy,US,4.837824981
2 avr. 2025,10013378,002075 CH,Jiangsu Shagang Co. Ltd.,15104050,Materials,CN,4.713515631
2 avr. 2025,10013546,FORTH TB,Forth Corp Public Co Ltd,45203020,Technology Hardware & Equipment,TH,2.609571907
2 avr. 2025,10013570,8976 JP,Daiwa Office Investment Corp,60101040,Real Estate,JP,8.778867168
2 avr. 2025,100137,ADP US,Automatic Data Processing Inc,20202010,Commercial & Professional Services,US,10.2765236
2 avr. 2025,100138,AZO US,AutoZone Inc.,25504050,Retailing,US,10.02904064
2 avr. 2025,100141,AVY US,Avery Dennison Corp.,15103020,Materials,US,12.77775502
2 avr. 2025,100142,AVT US,Avnet Inc.,45203030,Technology Hardware & Equipment,US,12.51648157
2 avr. 2025,100149,BALL US,Ball Corp.,15103010,Materials,US,12.46826926
2 avr. 2025,100155,BBVA SM,Banco Bilbao Vizcaya Argentaria SA,40101010,Banks,ES,11.26126374
2 avr. 2025,10015619,GODPI IN,Godawari Power & Ispat Ltd,15104050,Materials,IN,7.020352722
2 avr. 2025,100157,BCP PL,Banco Comercial Português SA,40101010,Banks,PT,8.021223977
2 avr. 2025,100158,SAN SM,Banco Santander S.A.,40101010,Banks,ES,10.85115598
2 avr. 2025,100159,BOH US,Bank of Hawaii Corp.,40101015,Banks,US,10.59305532
2 avr. 2025,100164,BK US,The Bank of New York Mellon Corp.,40203010,Diversified Financials,US,16.52215546
2 avr. 2025,100169,BARC LN,Barclays PLC,40101010,Banks,GB,8.193887905
2 avr. 2025,100171,B US,Barnes Group Inc.,20106020,Capital Goods,US,9.702504868
2 avr. 2025,10017568,1913 HK,Prada SpA,25203010,Consumer Durables & Apparel,IT,10.13818507
2 avr. 2025,100177,BAX US,Baxter International Inc.,35101010,Healthcare Equipment & Services,US,12.93971003
2 avr. 2025,100179,BCE CN,BCE Inc,50101020,Telecommunication Services,CA,12.38401206
2 avr. 2025,100181,AIT US,Applied Industrial Technologies Inc.,20107010,Capital Goods,US,10.01319572
2 avr. 2025,100183,BDX US,Becton Dickinson & Co.,35101010,Healthcare Equipment & Services,US,13.72459415
2 avr. 2025,10018345,HBMGLZ CH,Huaibei Mining (Group) Co. Ltd.,10102050,Energy,CN,7.994163032
2 avr. 2025,100185,VZ US,Verizon Communications Inc.,50101020,Telecommunication Services,US,12.836705
2 avr. 2025,100193,BRK/A US,Berkshire Hathaway Inc,40201030,Diversified Financials,US,5.231339909
2 avr. 2025,100197,BBY US,Best Buy Co. Inc.,25504020,Retailing,US,13.26498534
2 avr. 2025,100199,MER PM,Manila Electric Co.,55101010,Utilities,PH,9.877000175
2 avr. 2025,100207,BKH US,Black Hills Corp.,55103010,Utilities,US,9.679294545
2 avr. 2025,10020762,0804534D US,Ashton Woods (USA) LLC,25201030,Consumer Durables & Apparel,US,1.464165051
2 avr. 2025,100208,HRB US,H&R Block Inc.,25302020,Consumer Services,US,9.217424081
2 avr. 2025,10021078,DCP US,DCP Midstream LP,10102040,Energy,US,8.323332306
2 avr. 2025,100211,BA US,The Boeing Co.,20101010,Capital Goods,US,12.61308252
2 avr. 2025,10021232,CTH LN,CareTech Holdings Plc,35102015,Healthcare Equipment & Services,GB,9.311958874
2 avr. 2025,100218,BSX US,Boston Scientific Corp.,35101010,Healthcare Equipment & Services,US,12.06615568
2 avr. 2025,100224,EAT US,Brinker International Inc.,25301040,Consumer Services,US,12.10278106
2 avr. 2025,100225,BMY US,Bristol Myers Squibb Co,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",US,14.3810129
2 avr. 2025,100226,IAG LN,International Consolidated Airlines Group SA,20302010,Transportation,GB,10.18976319
2 avr. 2025,100228,BP/ LN,BP Plc,10102010,Energy,GB,9.891834057
2 avr. 2025,100230,BT/A LN,BT Group Plc,50101020,Telecommunication Services,GB,9.434431786
2 avr. 2025,100232,BHP AU,BHP Group Ltd.,15104020,Materials,AU,14.25333174
2 avr. 2025,100233,VGR US,Vector Group Ltd,30203010,"Food, Beverage & Tobacco",US,4.645124189
2 avr. 2025,100236,CAL US,Caleres Inc.,25504010,Retailing,US,12.1486197
2 avr. 2025,100237,BF/B US,Brown-Forman Corp,30201020,"Food, Beverage & Tobacco",US,10.86911715
2 avr. 2025,100239,BRT US,BRT Apartments Corp.,40204010,Diversified Financials,US,2.994594137
2 avr. 2025,100240,BC US,Brunswick Corp.,25202010,Consumer Durables & Apparel,US,11.85137025
2 avr. 2025,100241,MTRN US,Materion Corp.,15104020,Materials,US,9.160812729
2 avr. 2025,100242,BPL US,Buckeye Partners LP,10102040,Energy,US,11.34885786
2 avr. 2025,100246,BNI US,Burlington Northern Santa Fe LLC,20301010,Transportation,US,4.140388422
2 avr. 2025,100252,CBT US,Cabot Corp.,15101010,Materials,US,13.3704432
2 avr. 2025,100253,CTRA US,Coterra Energy Inc.,10102020,Energy,US,10.39073375
2 avr. 2025,100254,CDNS US,Cadence Design Systems Inc.,45103010,Software & Services,US,14.5303396
2 avr. 2025,100259,BXMT US,Blackstone Mortgage Trust Inc.,40204010,Diversified Financials,US,8.280749294
2 avr. 2025,100260,MODG US,Topgolf Callaway Brands Corp,25202010,Consumer Durables & Apparel,US,8.635654564
2 avr. 2025,100264,CPB US,Campbell Soup Co.,30202030,"Food, Beverage & Tobacco",US,15.10783695
2 avr. 2025,10026994,DHT US,DHT Holdings Inc.,10102040,Energy,BM,7.838790889
2 avr. 2025,100271,CSL US,Carlisle Cos. Inc.,20102010,Capital Goods,US,10.91013718
2 avr. 2025,100273,CCL US,Carnival Corp.,25301020,Consumer Services,US,14.32226832
2 avr. 2025,100277,CRS US,Carpenter Technology Corp.,15104050,Materials,US,11.50227048
2 avr. 2025,10028471,8977 JP,Hankyu Hanshin REIT Inc.,60101010,Real Estate,JP,7.594717621
2 avr. 2025,100285,CAT US,Caterpillar Inc.,20106010,Capital Goods,US,9.525590069
2 avr. 2025,100291,9933644D US,Cedar Fair LP,25301030,Consumer Services,US,3.958495505
2 avr. 2025,10029563,425 HK,Minth Group Ltd,25101010,Automobiles & Components,TW,9.869067686
2 avr. 2025,100297,2460189D US,Cleco Corporate Holdings LLC,55101010,Utilities,US,6.182939923
2 avr. 2025,100302,LUMN US,Lumen Technologies Inc (Louisiana),50101010,Telecommunication Services,US,11.39884314
2 avr. 2025,100311,CHE US,Chemed Corp.,35102015,Healthcare Equipment & Services,US,5.308402833
2 avr. 2025,100312,JPM US,JPMorgan Chase & Co.,40101010,Banks,US,9.422811264
2 avr. 2025,100315,CVX US,Chevron Corp.,10102010,Energy,US,10.30413034
2 avr. 2025,100324,CHD US,Church & Dwight Co. Inc.,30301010,Household & Personal Products,US,11.13496586
2 avr. 2025,100337,FTRCQ US,,,,,7.632898102
2 avr. 2025,100344,CLF US,Cleveland-Cliffs Inc.,15104050,Materials,US,9.42007777
2 avr. 2025,100345,CLX US,The Clorox Co.,30301010,Household & Personal Products,US,12.53291796
2 avr. 2025,100348,CMS US,CMS Energy Corp.,55103010,Utilities,US,11.76440501
2 avr. 2025,100350,CNA US,CNA Financial Corp.,40301040,Insurance,US,6.793042425
2 avr. 2025,100355,KO US,The Coca-Cola Co.,30201030,"Food, Beverage & Tobacco",US,10.33428524
2 avr. 2025,100356,CDE US,Coeur Mining Inc,15104030,Materials,US,12.59069427
2 avr. 2025,100358,COL AU,Coles Group Ltd.,30101030,Food & Staples Retailing,AU,14.91764658
2 avr. 2025,100359,CL US,Colgate-Palmolive Co.,30301010,Household & Personal Products,US,9.712203111
2 avr. 2025,100363,CMA US,Comerica Inc.,40101010,Banks,US,10.51541072
2 avr. 2025,100365,CMC US,Commercial Metals Co.,15104050,Materials,US,13.34201634
2 avr. 2025,100377,CAG US,Conagra Brands Inc.,30202030,"Food, Beverage & Tobacco",US,13.64797542
2 avr. 2025,100382,ED US,Consolidated Edison Inc.,55103010,Utilities,US,11.26971141
2 avr. 2025,100386,BIGGQ US,Big Lots Inc.,25503010,Retailing,US,6.614293615
2 avr. 2025,100395,COO US,The Cooper Cos Inc,35101020,Healthcare Equipment & Services,US,8.435666874
2 avr. 2025,100399,GLW US,Corning Inc.,45203015,Technology Hardware & Equipment,US,13.14908713
2 avr. 2025,100406,CRD/A US,Crawford & Co.,40301010,Insurance,US,7.618223519
2 avr. 2025,100412,CCK US,Crown Holdings Inc.,15103010,Materials,US,12.77854356
2 avr. 2025,100415,CSX US,CSX Corp.,20304010,Transportation,US,13.19440865
2 avr. 2025,100416,CTS US,CTS Corp.,45203020,Technology Hardware & Equipment,US,7.238395047
2 avr. 2025,100417,CAR US,Avis Budget Group Inc.,20304020,Transportation,US,11.97149739
2 avr. 2025,100419,CMI US,Cummins Inc.,20106010,Capital Goods,US,13.0033582
2 avr. 2025,100421,CW US,Curtiss-Wright Corp.,20101010,Capital Goods,US,6.433400527
2 avr. 2025,100424,CY US,Cypress Semiconductor Corp,,,,12.26697867
2 avr. 2025,100430,DHR US,Danaher Corp.,35203010,"Pharmaceuticals, Biotechnology & Life Sciences",US,15.1168799
2 avr. 2025,100436,TGT US,Target Corp.,25503010,Retailing,US,10.70883074
2 avr. 2025,100438,DE US,Deere & Co.,20106015,Capital Goods,US,14.67208217
2 avr. 2025,100444,DLX US,Deluxe Corp.,20201010,Commercial & Professional Services,US,6.752133586
2 avr. 2025,100447,16034Z US,DTE Electric Co.,55101010,Utilities,US,11.34177775
2 avr. 2025,100451,PRSU US,Viad Corp.,20201070,Commercial & Professional Services,US,10.1368096
2 avr. 2025,100457,DBD US,Diebold Nixdorf Inc,45202030,Technology Hardware & Equipment,US,9.797932498
2 avr. 2025,100460,DDS US,Dillard's Inc.,25503010,Retailing,US,6.362347304
2 avr. 2025,100466,D US,Dominion Energy Inc.,55103010,Utilities,US,10.26344624
2 avr. 2025,100468,DCI US,Donaldson Co. Inc.,20106020,Capital Goods,US,11.63727017
2 avr. 2025,100470,DOV US,Dover Corp.,20106020,Capital Goods,US,12.63569865
2 avr. 2025,100471,1697067D US,The Dow Chemical Company,,,,12.96619461
2 avr. 2025,100481,DUK US,Duke Energy Corp.,55101010,Utilities,US,12.25630739
2 avr. 2025,100487,DY US,Dycom Industries Inc.,20103010,Capital Goods,US,8.263319606
2 avr. 2025,100495,KODK US,Eastman Kodak Co.,45202030,Technology Hardware & Equipment,US,10.87023988
2 avr. 2025,100496,ETN US,Eaton Corp. Plc,20104010,Capital Goods,IE,10.34241536
2 avr. 2025,100499,ECL US,Ecolab Inc.,15101050,Materials,US,13.36404989
2 avr. 2025,100503,RVTY US,Revvity Inc.,35203010,"Pharmaceuticals, Biotechnology & Life Sciences",US,9.68336085
2 avr. 2025,100515,EMR US,Emerson Electric Co,20104010,Capital Goods,US,14.60617639
2 avr. 2025,100517,ELE SM,Endesa SA,55101010,Utilities,ES,13.26065166
2 avr. 2025,100525,EBF US,Ennis Inc.,20201010,Commercial & Professional Services,US,3.436640608
2 avr. 2025,100528,KMP US,Kinder Morgan Energy Partners LP,10102040,Energy,US,14.24926399
2 avr. 2025,100529,EOG US,EOG Resources Inc.,10102020,Energy,US,9.722154011
2 avr. 2025,100532,ETR US,Entergy Corp.,55101010,Utilities,US,11.41875646
2 avr. 2025,10053452,MERY FP,Mercialys SA,60101070,Real Estate,FR,11.24094483
2 avr. 2025,100537,EFX US,Equifax Inc.,20202020,Commercial & Professional Services,US,9.493715276
2 avr. 2025,100539,EQT US,EQT Corp.,10102020,Energy,US,11.39866878
2 avr. 2025,10054177,FORH IN,Fortis Healthcare Ltd.,35102020,Healthcare Equipment & Services,IN,7.009413111
2 avr. 2025,100542,ESE US,ESCO Technologies Inc.,20106020,Capital Goods,US,8.108671541
2 avr. 2025,100544,NEU US,NewMarket Corp.,15101050,Materials,US,8.380112417
2 avr. 2025,100546,XOM US,Exxon Mobil Corp.,10102010,Energy,US,7.927476148
2 avr. 2025,10054858,601618 CH,Metallurgical Corp. of China Ltd.,20103010,Capital Goods,CN,4.094760224
2 avr. 2025,10054974,ISDN SP,ISDN Holdings Ltd,20104020,Capital Goods,SG,8.702106651
2 avr. 2025,100554,FDX US,FedEx Corp.,20301010,Transportation,US,13.3354733
2 avr. 2025,100555,FMCC US,Federal Home Loan Mortgage Corp.,40102010,Banks,US,13.64760477
2 avr. 2025,100556,FNMA US,Federal National Mortgage Association,40102010,Banks,US,17.00834162
2 avr. 2025,100558,FRT US,Federal Realty Investment Trust,60101070,Real Estate,US,12.4181295
2 avr. 2025,100559,FSS US,Federal Signal Corp.,20106010,Capital Goods,US,9.301784061
2 avr. 2025,10056050,#N/A Field Not Applicable,,,,,12.76253725
2 avr. 2025,100562,M US,Macy's Inc.,25503010,Retailing,US,11.42154512
2 avr. 2025,100573,FCF US,First Commonwealth Financial Corp. (Pennsylvania),40101015,Banks,US,7.102473091
2 avr. 2025,10058807,FRST US,Primis Financial Corp.,40101015,Banks,US,4.394395414
2 avr. 2025,10059187,630191Z IM,,,,,10.71129035
2 avr. 2025,10059331,SAX GR,Ströer SE & Co KGaA,50201010,Media & Entertainment,DE,12.38700759
2 avr. 2025,100597,FMC US,FMC Corp.,15101030,Materials,US,13.29337193
2 avr. 2025,100599,JACK US,Jack in the Box Inc.,25301040,Consumer Services,US,5.193596883
2 avr. 2025,100602,F US,Ford Motor Co.,25102010,Automobiles & Components,US,9.793547448
2 avr. 2025,100607,NEE US,NextEra Energy Inc.,55101010,Utilities,US,11.33954762
2 avr. 2025,100608,FC US,Franklin Covey Co.,20202020,Commercial & Professional Services,US,3.519519732
2 avr. 2025,100609,BEN US,Franklin Resources Inc.,40203010,Diversified Financials,US,14.81406395
2 avr. 2025,100614,FCX US,Freeport-McMoRan Inc,15104025,Materials,US,13.81212868
2 avr. 2025,10061771,SXL AU,Southern Cross Media Group Ltd.,50201020,Media & Entertainment,AU,10.14978164
2 avr. 2025,10061783,CITN SP,Cityneon Holdings Pte. Ltd.,20201070,Commercial & Professional Services,SG,0.529134288
2 avr. 2025,100618,WTM US,White Mountains Insurance Group Ltd,40301040,Insurance,US,9.555025994
2 avr. 2025,100621,AJG US,Arthur J. Gallagher & Co.,40301010,Insurance,US,10.58668406
2 avr. 2025,100624,TGNA US,TEGNA Inc.,50201020,Media & Entertainment,US,9.687513986
2 avr. 2025,100625,GAP US,Gap Inc.,25504010,Retailing,US,12.94654089
2 avr. 2025,100626,GATX US,GATX Corp.,20107010,Capital Goods,US,8.519250482
2 avr. 2025,100631,GD US,General Dynamics Corp.,20101010,Capital Goods,US,10.00650133
2 avr. 2025,100632,GE US,GE Aerospace,20101010,Capital Goods,US,14.69703366
2 avr. 2025,100636,GIS US,General Mills Inc.,30202030,"Food, Beverage & Tobacco",US,13.77757001
2 avr. 2025,100646,GCO US,Genesco Inc.,25504010,Retailing,US,8.816071735
2 avr. 2025,100649,GPC US,Genuine Parts Co.,25501010,Retailing,US,7.861325637
2 avr. 2025,100652,1825471D US,Georgia-Pacific LLC,15105020,Materials,US,3.78169207
2 avr. 2025,100668,GT US,Goodyear Tire & Rubber Co.,25101020,Automobiles & Components,US,13.40670355
2 avr. 2025,100670,1463Q US,,,,,14.25111963
2 avr. 2025,100671,GGG US,Graco Inc.,20106020,Capital Goods,US,9.972268283
2 avr. 2025,100673,GWW US,W.W. Grainger Inc.,20107010,Capital Goods,US,11.135503
2 avr. 2025,10068141,PVRINOX IN,PVR INOX Ltd,50202010,Media & Entertainment,IN,6.977663147
2 avr. 2025,10068205,PCTN LN,Picton Property Income Ltd,60101010,Real Estate,GB,9.209456836
2 avr. 2025,10068733,ALVEL FP,Velcan Holdings SA,55105020,Utilities,LU,1.465413681
2 avr. 2025,100695,HAE US,Haemonetics Corp.,35101020,Healthcare Equipment & Services,US,10.5375081
2 avr. 2025,100698,HAL US,Halliburton Co.,10101020,Energy,US,10.2897038
2 avr. 2025,10069819,UEMS MK,UEM Sunrise Bhd.,60102030,Real Estate,MY,12.74927651
2 avr. 2025,10069867,655020Z LN,Southern Gas Networks Plc,55102010,Utilities,GB,7.093162645
2 avr. 2025,10069871,2222236Z LN,Scotland Gas Networks Plc,55102010,Utilities,GB,5.484789749
2 avr. 2025,100703,AVNT US,Avient Corp.,15101050,Materials,US,14.78043197
2 avr. 2025,100705,HNS LN,,,,,11.34957487
2 avr. 2025,100707,HOG US,Harley-Davidson Inc.,25102020,Automobiles & Components,US,9.943125132
2 avr. 2025,100710,LHX US,L3Harris Technologies Inc.,20101010,Capital Goods,US,13.49703751
2 avr. 2025,100711,NVRI US,Enviri Corp,20201050,Commercial & Professional Services,US,10.20677676
2 avr. 2025,100715,HE US,Hawaiian Electric Industries Inc.,55101010,Utilities,US,8.335457095
2 avr. 2025,10071540,9995829D US,Calumet Specialty Products Partners LP,10102030,Energy,US,4.977356959
2 avr. 2025,100718,EQC US,Equity Commonwealth,60101040,Real Estate,US,8.446193117
2 avr. 2025,10072062,3899 HK,CIMC Enric Holdings Ltd.,20106020,Capital Goods,CN,10.47400321
2 avr. 2025,10072266,0750909D LX,,,,,13.47540175
2 avr. 2025,100723,EHC US,Encompass Health Corp.,35102020,Healthcare Equipment & Services,US,7.411659703
2 avr. 2025,10072318,982581Z AV,Österreichische Bundesbahnen-Holding AG,20304010,Transportation,AT,9.159910229
2 avr. 2025,100725,HL US,Hecla Mining Co,15104045,Materials,US,10.93017372
2 avr. 2025,100727,HNZ US,,,,,12.34523123
2 avr. 2025,100729,HP US,Helmerich & Payne Inc.,10101010,Energy,US,13.66339966
2 avr. 2025,10073007,AUB AU,AUB Group Ltd.,40301010,Insurance,AU,8.030970932
2 avr. 2025,100731,HSY US,The Hershey Co.,30202030,"Food, Beverage & Tobacco",US,14.45831407
2 avr. 2025,100732,HPQ US,HP Inc.,45202030,Technology Hardware & Equipment,US,13.23274599
2 avr. 2025,100733,HXL US,Hexcel Corp.,20101010,Capital Goods,US,11.0822698
2 avr. 2025,100741,6501 JP,Hitachi Ltd.,20105010,Capital Goods,JP,14.74036896
2 avr. 2025,100743,HD US,The Home Depot Inc.,25504030,Retailing,US,11.10268315
2 avr. 2025,100745,MTH US,Meritage Homes Corp.,25201030,Consumer Durables & Apparel,US,10.61034885
2 avr. 2025,100747,7267 JP,Honda Motor Co. Ltd.,25102010,Automobiles & Components,JP,10.35002562
2 avr. 2025,100751,HMN US,Horace Mann Educators Corp.,40301030,Insurance,US,10.14419345
2 avr. 2025,10075279,CIRA EY,Cairo For Investment & Real Estate Developments CIRA Education,25302010,Consumer Services,EG,7.361079816
2 avr. 2025,100753,HRL US,Hormel Foods Corp.,30202030,"Food, Beverage & Tobacco",US,13.50084262
2 avr. 2025,100760,CNP US,CenterPoint Energy Inc.,55103010,Utilities,US,11.65348771
2 avr. 2025,100763,HUBB US,Hubbell Inc.,20104010,Capital Goods,US,15.60003078
2 avr. 2025,100767,HUM US,Humana Inc.,35102030,Healthcare Equipment & Services,US,11.25977262
2 avr. 2025,10077167,635487Z FP,Kiloutou SAS,20201070,Commercial & Professional Services,FR,11.64003788
2 avr. 2025,10077368,2313 HK,Shenzhou International Group Holdings Ltd,25203010,Consumer Durables & Apparel,CN,7.388826481
2 avr. 2025,100774,IDA US,IDACORP Inc.,55101010,Utilities,US,7.469505882
2 avr. 2025,10077460,3436 JP,SUMCO Corp.,45301020,Semiconductors & Semiconductor Equipment,JP,9.717484058
2 avr. 2025,100775,IEX US,IDEX Corp.,20106020,Capital Goods,US,8.257625206
2 avr. 2025,10077552,AZT NO,ArcticZymes Technologies ASA,35201010,"Pharmaceuticals, Biotechnology & Life Sciences",NO,3.925038413
2 avr. 2025,10077788,0468005D SM,FCC Aqualia SA,55104010,Utilities,ES,9.361771025
2 avr. 2025,100779,ITW US,Illinois Tool Works Inc.,20106020,Capital Goods,US,11.22321414
2 avr. 2025,100787,TT US,Trane Technologies Plc,20102010,Capital Goods,IE,13.91095233
2 avr. 2025,100795,IPG US,Interpublic Group of Cos. Inc.,50201010,Media & Entertainment,US,19.01812099
2 avr. 2025,100801,IBM US,International Business Machines Corp.,45102010,Software & Services,US,12.52455838
2 avr. 2025,100803,IFF US,International Flavors & Fragrances Inc.,15101050,Materials,US,13.35416387
2 avr. 2025,100806,IP US,International Paper Co.,15105020,Materials,US,8.514671045
2 avr. 2025,100807,WKC US,World Kinect Corp,10102030,Energy,US,8.25095229
2 avr. 2025,10081474,3391 JP,TSURUHA Holdings Inc.,30101010,Food & Staples Retailing,JP,5.187393562
2 avr. 2025,10081522,STEM LN,SThree Plc,20202010,Commercial & Professional Services,GB,7.692955698
2 avr. 2025,100820,9990213D US,Jacobs Engineering Group Inc,20201070,Commercial & Professional Services,US,18.38859603
2 avr. 2025,100828,JNJ US,Johnson & Johnson,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",US,4.978613848
2 avr. 2025,10083580,HIK LN,Hikma Pharmaceuticals Plc,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",GB,6.812901354
2 avr. 2025,100842,KBH US,KB Home,25201030,Consumer Durables & Apparel,US,9.771537323
2 avr. 2025,100843,K US,Kellanova,30202030,"Food, Beverage & Tobacco",US,11.23025338
2 avr. 2025,100846,KMT US,Kennametal Inc.,20106020,Capital Goods,US,13.19405162
2 avr. 2025,100853,KMB US,Kimberly-Clark Corp.,30301010,Household & Personal Products,US,9.664184656
2 avr. 2025,10085861,EREIT SP,ESR-LOGOS REIT,60101020,Real Estate,SG,10.64529146
2 avr. 2025,100862,KSS US,Kohl's Corp.,25503010,Retailing,US,12.44920633
2 avr. 2025,100864,KR US,The Kroger Co.,30101030,Food & Staples Retailing,US,12.27543918
2 avr. 2025,10086577,IVT US,InvenTrust Properties Corp,60101070,Real Estate,US,11.29837051
2 avr. 2025,100868,6971 JP,Kyocera Corp.,45203015,Technology Hardware & Equipment,JP,8.394839681
2 avr. 2025,10086829,HEES US,H&E Equipment Services Inc.,20107010,Capital Goods,US,5.516383995
2 avr. 2025,100873,LZB US,La-Z-Boy Inc,25201020,Consumer Durables & Apparel,US,9.189623905
2 avr. 2025,100875,SR US,Spire Inc.,55102010,Utilities,US,11.32668428
2 avr. 2025,100885,LEG US,Leggett & Platt Inc,25201020,Consumer Durables & Apparel,US,9.033807683
2 avr. 2025,10088615,HAGA IR,Hagar hf,30101030,Food & Staples Retailing,IS,5.060047662
2 avr. 2025,100887,LEN US,Lennar Corp.,25201030,Consumer Durables & Apparel,US,4.264913242
2 avr. 2025,100889,JEF US,Jefferies Financial Group Inc,40203020,Diversified Financials,US,11.22728515
2 avr. 2025,100894,LLY US,Eli Lilly & Co.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",US,13.7008765
2 avr. 2025,10089484,083790 KS,CG Invites Co Ltd,35201010,"Pharmaceuticals, Biotechnology & Life Sciences",KR,1.23125
2 avr. 2025,100895,BBWI US,Bath & Body Works Inc,30302010,Household & Personal Products,US,10.66495673
2 avr. 2025,100896,LNC US,Lincoln National Corp.,40301020,Insurance,US,13.09427328
2 avr. 2025,100905,L US,Loews Corp,40301040,Insurance,US,6.337646096
2 avr. 2025,100915,LPX US,Louisiana-Pacific Corp.,15105010,Materials,US,10
2 avr. 2025,100916,LOW US,Lowe's Companies Inc,25504030,Retailing,US,11.6405623
2 avr. 2025,10091857,BGL AU,Bellevue Gold Ltd.,15104030,Materials,AU,11.63793677
2 avr. 2025,100919,1893675D US,,,,,5.231339909
2 avr. 2025,10092517,INFN US,Infinera Corp.,45201020,Technology Hardware & Equipment,US,14.93898136
2 avr. 2025,100933,MAN US,ManpowerGroup Inc.,20202010,Commercial & Professional Services,US,13.00020098
2 avr. 2025,10093355,3339 HK,Lonking Holdings Ltd.,20106010,Capital Goods,CN,3.321100639
2 avr. 2025,10093363,3366 HK,Overseas Chinese Town (Asia) Holdings Ltd.,60102010,Real Estate,HK,6.504980265
2 avr. 2025,10093815,002373 CH,China TransInfo Technology Co. Ltd.,45102010,Software & Services,CN,6.147118371
2 avr. 2025,100941,HST US,Host Hotels & Resorts Inc,60101030,Real Estate,US,11.91682546
2 avr. 2025,100942,MMC US,Marsh & McLennan Cos. Inc.,40301010,Insurance,US,13.18485776
2 avr. 2025,100948,MAS US,Masco Corp.,20102010,Capital Goods,US,9.951271192
2 avr. 2025,10094851,TNL US,Travel + Leisure Co.,25301020,Consumer Services,US,9.294166017
